MCI	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	detalhe
330629026	132778187	134079844	137751625	140016130	140796106	141697885	142517415	143044472	162473751	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	132778187 - 134079844 - 137751625 - 140016130 - 140796106 - 141697885 - 142517415 - 143044472 - 162473751 - nan - nan - nan - nan - nan
330684912	120211777	123357015	581100450	987409626	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	120211777 - 123357015 - 581100450 - 987409626 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
331024995	116809249	116918806	433403594	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	116809249 - 116918806 - 433403594 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
331527956	123252606	123270688	145411011	145413217	151373008	156530739	157065567	989138323	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	123252606 - 123270688 - 145411011 - 145413217 - 151373008 - 156530739 - 157065567 - 989138323 - nan - nan - nan - nan - nan - nan
331634381	104944394	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	104944394 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
331634718	57470512	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	57470512 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
332848588	100805882	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100805882 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
333254979	139824389	140035768	140710588	142834706	158976247	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	139824389 - 140035768 - 140710588 - 142834706 - 158976247 - nan - nan - nan - nan - nan - nan - nan - nan - nan
333420406	42406	113891012	114790693	118975604	134929150	154042864	985227086	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	42406 - 113891012 - 114790693 - 118975604 - 134929150 - 154042864 - 985227086 - nan - nan - nan - nan - nan - nan - nan
334188663	115161992	117137755	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	115161992 - 117137755 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
334591018	141922079	993198271	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	141922079 - 993198271 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
335244780	73021451	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	73021451 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
335332608	113360215	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	113360215 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
336619295	20368	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	20368 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
336966576	78359	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	78359 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
337140231	49191	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	49191 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
337411243	122259850	935701417	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	122259850 - 935701417 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
337519634	581100573	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	581100573 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
337564170	707100470	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	707100470 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
338454660	131750848	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	131750848 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
338454881	48712	101384024	113630175	115811550	117295577	117295925	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	48712 - 101384024 - 113630175 - 115811550 - 117295577 - 117295925 - nan - nan - nan - nan - nan - nan - nan - nan
340033729	134358568	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	134358568 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
340054897	485600492	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	485600492 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
340116479	5250013	5250014	5250015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5250013 - 5250014 - 5250015 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
340241303	114190591	123745642	130563555	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	114190591 - 123745642 - 130563555 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
340293451	110607168	158658770	595800609	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	110607168 - 158658770 - 595800609 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
340684857	1801	135028478	135034409	155149798	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1801 - 135028478 - 135034409 - 155149798 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
401626400	2419267	104909695	907949526	955429635	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2419267 - 104909695 - 907949526 - 955429635 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
410081932	979907929	991914662	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	979907929 - 991914662 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
410378350	430504068	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	430504068 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
411021742	681102529	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	681102529 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
411569376	697805981	697806280	697806368	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	697805981 - 697806280 - 697806368 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
411872833	114978826	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	114978826 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
412035784	124895220	124895289	137792261	997500806	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	124895220 - 124895289 - 137792261 - 997500806 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
412038821	52380	765301155	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	52380 - 765301155 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
415899302	150329270	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	150329270 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
416595027	56577258	76088288	151998869	988137203	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	56577258 - 76088288 - 151998869 - 988137203 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
417584079	485600497	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	485600497 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
419193856	57445066	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	57445066 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
419718658	114794283	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	114794283 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
420777222	16118858	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	16118858 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
420777234	9923214	55927706	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9923214 - 55927706 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
421133286	485600575	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	485600575 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
421366628	110601433	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	110601433 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
422712583	57425081	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	57425081 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
422948579	18192	150792441	974798333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	18192 - 150792441 - 974798333 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
423406992	596000376	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	596000376 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
425155999	120564777	120564849	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	120564777 - 120564849 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
426502852	144266262	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	144266262 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
441406961	63584977	121406335	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	63584977 - 121406335 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
441794989	404133	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	404133 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
442169769	125410609	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	125410609 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
442406352	71811785	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	71811785 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
443632094	123174594	124790734	125185761	126159266	138063555	989401053	990046663	990473100	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	123174594 - 124790734 - 125185761 - 126159266 - 138063555 - 989401053 - 990046663 - 990473100 - nan - nan - nan - nan - nan - nan
443673865	976505529	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	976505529 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
443782645	30394	72369752	914801179	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	30394 - 72369752 - 914801179 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
444051550	16325	421505014	421505015	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	16325 - 421505014 - 421505015 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
444465146	40738	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	40738 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
444728924	8018	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8018 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
444869486	105521040	107154393	109406864	113150879	115586899	117220700	920500398	988975016	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	105521040 - 107154393 - 109406864 - 113150879 - 115586899 - 117220700 - 920500398 - 988975016 - nan - nan - nan - nan - nan - nan
445862441	356107713	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	356107713 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
445887134	131163138	142491716	142494207	153097073	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	131163138 - 142491716 - 142494207 - 153097073 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
446836820	136501921	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	136501921 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
447915760	174410579	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	174410579 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
448047791	126610967	126611376	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	126610967 - 126611376 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
448317714	428502446	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	428502446 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
448735894	63719854	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	63719854 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
448790439	30016469	30017091	30017167	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	30016469 - 30017091 - 30017167 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
448857241	43384	158104904	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	43384 - 158104904 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
448973656	109410195	142495228	144057969	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	109410195 - 142495228 - 144057969 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
449241935	306305587	306306753	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	306305587 - 306306753 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
449502427	119305564	119305628	119306003	138368675	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	119305564 - 119305628 - 119306003 - 138368675 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
449753768	826200240	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	826200240 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
449903681	174410296	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	174410296 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
450084489	123333370	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	123333370 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
450379197	55555	120798816	188005927	699806010	699806505	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	55555 - 120798816 - 188005927 - 699806010 - 699806505 - nan - nan - nan - nan - nan - nan - nan - nan - nan
450444452	37627	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	37627 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
450474555	34292	133896431	181805720	181805721	356110521	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34292 - 133896431 - 181805720 - 181805721 - 356110521 - nan - nan - nan - nan - nan - nan - nan - nan - nan
450575371	99768	135479464	151953397	151956793	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	99768 - 135479464 - 151953397 - 151956793 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
450791876	154504515	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	154504515 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
451230059	585309284	585309318	585309770	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	585309284 - 585309318 - 585309770 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
451326621	27638	585307590	585308047	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	27638 - 585307590 - 585308047 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
451330030	72211745	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	72211745 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
451759842	280407325	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	280407325 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
452299034	29714550	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	29714550 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
453217502	6517	138420626	138437253	138840668	156559158	156897564	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6517 - 138420626 - 138437253 - 138840668 - 156559158 - 156897564 - nan - nan - nan - nan - nan - nan - nan - nan
453561817	430709119	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	430709119 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
454104213	979833290	987681425	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	979833290 - 987681425 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
455158280	356111287	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	356111287 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
456847092	137206153	150486412	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	137206153 - 150486412 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
463134934	581100460	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	581100460 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
463563160	703602691	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	703602691 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
464253850	116837978	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	116837978 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
465807102	46960	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	46960 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
466706983	695903153	695903264	695903265	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	695903153 - 695903264 - 695903265 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
466712676	2427329	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2427329 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
467264483	581100399	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	581100399 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
468575303	280711811	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	280711811 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
468914836	658904619	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	658904619 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
469441620	25251	174410512	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25251 - 174410512 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
470158824	28179	154630913	703602290	703602435	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28179 - 154630913 - 703602290 - 703602435 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
470440305	37563	112176564	113347644	114771503	123588471	135587996	141220454	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	37563 - 112176564 - 113347644 - 114771503 - 123588471 - 135587996 - 141220454 - nan - nan - nan - nan - nan - nan - nan
471143022	37428	155605536	155605901	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	37428 - 155605536 - 155605901 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
