MCI	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	detalhe
471635406	421505464	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	421505464 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
474460609	697501424	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	697501424 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
476982743	987502518	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	987502518 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
477548257	124134171	144429735	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	124134171 - 144429735 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
477593574	35901	158043126	475203240	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	35901 - 158043126 - 475203240 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
477857292	34953	159256023	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	34953 - 159256023 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
477959919	151606488	151606489	151606502	151606503	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	151606488 - 151606489 - 151606502 - 151606503 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
478007128	593700311	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	593700311 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
478337193	25721	159790678	356110955	408702286	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25721 - 159790678 - 356110955 - 408702286 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
478366178	126610664	154363002	697806261	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	126610664 - 154363002 - 697806261 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
478692186	74408	126611369	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	74408 - 126611369 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
478697737	12650	697501482	697501484	697501486	697501487	697501488	697501489	697501490	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	12650 - 697501482 - 697501484 - 697501486 - 697501487 - 697501488 - 697501489 - 697501490 - nan - nan - nan - nan - nan - nan
479918263	407802558	407802561	407802564	407802566	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	407802558 - 407802561 - 407802564 - 407802566 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
480242480	159471891	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	159471891 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
480554349	157711336	432809586	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	157711336 - 432809586 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
480615414	764306605	764308360	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	764306605 - 764308360 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
480704430	12664	156587331	409304606	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	12664 - 156587331 - 409304606 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
480985680	126610648	126610845	126610896	152981164	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	126610648 - 126610845 - 126610896 - 152981164 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
481820786	145733192	356707435	356707472	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	145733192 - 356707435 - 356707472 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
481994292	181704577	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	181704577 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
482508785	704205790	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	704205790 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
482702174	432808904	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	432808904 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
483203547	421505510	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	421505510 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
483578195	157001228	432809053	432809523	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	157001228 - 432809053 - 432809523 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
483628284	174410728	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	174410728 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
484968945	75958	126611014	155300201	658904644	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	75958 - 126611014 - 155300201 - 658904644 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
485269850	846000461	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	846000461 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
485794290	156080591	174411667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	156080591 - 174411667 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
487240198	697806572	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	697806572 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
487294877	1275	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1275 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
487825384	24043	313115809	313115810	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	24043 - 313115809 - 313115810 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
489878877	36740	343508936	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	36740 - 343508936 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
490480320	71211400	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	71211400 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
491801412	158952632	432810260	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	158952632 - 432810260 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
492190492	8137	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8137 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
492457661	251331162	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	251331162 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
492798549	41677	158959562	680504644	680504834	680504836	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	41677 - 158959562 - 680504644 - 680504834 - 680504836 - nan - nan - nan - nan - nan - nan - nan - nan - nan
492871720	131523122	152180154	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	131523122 - 152180154 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
492961245	118964	430505213	430505352	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	118964 - 430505213 - 430505352 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
493911527	126611437	126611549	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	126611437 - 126611549 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
493932243	84418	71211393	71211394	71211396	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	84418 - 71211393 - 71211394 - 71211396 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
493973066	6574	162354124	593700308	593700309	593700329	593700332	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6574 - 162354124 - 593700308 - 593700309 - 593700329 - 593700332 - nan - nan - nan - nan - nan - nan - nan - nan
496237710	697807116	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	697807116 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
498362624	36397	158014789	181805757	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	36397 - 158014789 - 181805757 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
498620667	77352	155906662	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	77352 - 155906662 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
499225049	151113025	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	151113025 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
499819830	126611372	161284704	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	126611372 - 161284704 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
500644861	472800625	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	472800625 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
501573284	110305602	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	110305602 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
504052911	485600594	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	485600594 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
504411466	137508470	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	137508470 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
505659958	581100553	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	581100553 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
505816032	13216	918001069	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	13216 - 918001069 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
506020787	8628	127443942	131400858	144332452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8628 - 127443942 - 131400858 - 144332452 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
506735792	63064198	152104234	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	63064198 - 152104234 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
507642137	105163	174410255	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	105163 - 174410255 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
509395277	154703934	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	154703934 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
509398585	338315879	458402945	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	338315879 - 458402945 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
509727388	846000276	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	846000276 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
509735224	697803399	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	697803399 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
510155035	138131507	987480795	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	138131507 - 987480795 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
510453187	697805828	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	697805828 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
510493003	104612	113108026	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	104612 - 113108026 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
510909384	697804402	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	697804402 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
511334422	979607973	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	979607973 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
511409485	30159	105055782	111550009	141926804	144812491	988895174	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	30159 - 105055782 - 111550009 - 141926804 - 144812491 - 988895174 - nan - nan - nan - nan - nan - nan - nan - nan
511410068	81101638	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	81101638 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
511451165	825801257	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	825801257 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
511655140	105534	118158252	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	105534 - 118158252 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
511851341	270010263	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	270010263 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
512046900	104561529	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	104561529 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
512298524	846000486	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	846000486 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
512329741	30313306	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	30313306 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
512503089	86977538	135976899	138166662	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	86977538 - 135976899 - 138166662 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
513236226	67001	1803590	1803593	138183631	356109728	356110580	356110637	356110644	356110735	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	67001 - 1803590 - 1803593 - 138183631 - 356109728 - 356110580 - 356110637 - 356110644 - 356110735 - nan - nan - nan - nan - nan
513332334	105237572	145051870	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	105237572 - 145051870 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
513355466	52471	114559935	129058908	153401325	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	52471 - 114559935 - 129058908 - 153401325 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
513994927	92241658	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	92241658 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
513994949	174411593	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	174411593 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
514051379	119516574	119517693	129063727	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	119516574 - 119517693 - 129063727 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
514179548	825804237	825804621	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	825804237 - 825804621 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
514201647	110373	160989134	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	110373 - 160989134 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
514216035	10499	356110362	356110363	356110762	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	10499 - 356110362 - 356110363 - 356110762 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
514373148	119215807	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	119215807 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
514382142	580900163	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	580900163 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
514664205	141917041	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	141917041 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
515744314	149424510	699806610	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	149424510 - 699806610 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
515943990	81308238	81308750	81309016	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	81308238 - 81308750 - 81309016 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
516050291	140428459	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	140428459 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
516218195	224005511	224006145	224006707	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	224005511 - 224006145 - 224006707 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
516236665	121884279	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	121884279 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
516493480	41356	105992611	420905266	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	41356 - 105992611 - 420905266 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
516649408	123288652	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	123288652 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
517058868	181704804	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	181704804 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
517592086	44259	119215039	125754799	684003515	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	44259 - 119215039 - 125754799 - 684003515 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
517922542	81308571	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	81308571 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518030630	2924	585309350	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2924 - 585309350 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518143056	135221580	141436483	146948606	992064754	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	135221580 - 141436483 - 146948606 - 992064754 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518144483	697806197	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	697806197 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518262243	496904358	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	496904358 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518534477	270010259	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	270010259 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518584016	343509496	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	343509496 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518586255	765300579	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	765300579 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
518676282	373	121949528	979607708	979609340	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	373 - 121949528 - 979607708 - 979609340 - nan - nan - nan - nan - nan - nan - nan - nan - nan - nan
